nodes,edge_prob,runtime
64,1.0,0.0065300999995088205
64,1.0,0.006526800003484823
64,1.0,0.006385399989085272
64,1.0,0.006327399998554029
64,1.0,0.006301599991274998
64,1.0,0.006598499996471219
64,1.0,0.00602120000985451
128,0.1,0.0026950000028591603
128,0.1,0.002716100003453903
128,0.1,0.0029580000118585303
128,0.1,0.002932700008386746
128,0.1,0.0028615000046556816
128,0.1,0.002895500001613982
128,0.1,0.0027817999944090843
128,0.1,0.0029341000044951215
128,0.1,0.002851599987479858
128,0.1,0.0029215000104159117
128,0.2,0.0054899999959161505
128,0.2,0.005348899998352863
128,0.2,0.005372600004193373
128,0.2,0.005363499993109144
128,0.2,0.0056643999996595085
128,0.2,0.00531230001070071
128,0.2,0.005429099997854792
128,0.2,0.005338499991921708
128,0.2,0.005573499991442077
128,0.2,0.005340699994121678
128,0.4,0.010562199997366406
128,0.4,0.010557999994489364
128,0.4,0.010569899997790344
128,0.4,0.010567499994067475
128,0.4,0.010405299995909445
128,0.4,0.01027710000926163
128,0.4,0.010536499990848824
128,0.4,0.010787299994262867
128,0.4,0.011044699989724904
128,0.4,0.010702500003390014
128,0.6,0.015533300000242889
128,0.6,0.01625850000709761
128,0.6,0.01629480000701733
128,0.6,0.016026899989810772
128,0.6,0.01571700000204146
128,0.6,0.016190599999390543
128,0.6,0.015836200007470325
128,0.6,0.016617300003417768
128,0.6,0.015296999990823679
128,0.6,0.01687629999651108
128,0.8,0.02240719999826979
128,0.8,0.02236780000384897
128,0.8,0.02312930001062341
128,0.8,0.021987300002365373
128,0.8,0.021571700010099448
128,0.8,0.02124419999017846
128,0.8,0.026900800003204495
128,0.8,0.026658099988708273
128,0.8,0.02685929999279324
128,0.8,0.02695240000321064
128,1.0,0.033143900000141
128,1.0,0.02547539999068249
128,1.0,0.026494299992918968
128,1.0,0.026095299996086396
128,1.0,0.02531319999252446
128,1.0,0.025916500002495013
128,1.0,0.02579939999850467
128,1.0,0.02555080001184251
128,1.0,0.025643900007707998
128,1.0,0.025664000000688247
256,0.1,0.011338500000420026
256,0.1,0.011150099991937168
256,0.1,0.011940099997445941
256,0.1,0.010864199997740798
256,0.1,0.011064800011808984
256,0.1,0.011255199991865084
256,0.1,0.010903899994445965
256,0.1,0.01131510001141578
256,0.1,0.011225700000068173
256,0.1,0.011170699988724664
256,0.2,0.021675799987860955
256,0.2,0.023266800009878352
